x,y,which,b0,b1,b2
-11.125,18.125,s3: poly,703.8617239475494,-69.28686543831371,1.7019320799015316
-10.875,11.625,s3: poly,2252.7308026719843,-249.35001085099438,6.866838853535011
-10.875,11.875,s3: poly,2152.01968833558,-238.05141230810872,6.5492647320357875
-10.875,12.125,s3: poly,2575.3272067035064,-277.2692975707156,7.445701173859018
-10.875,12.375,s3: poly,2743.5741623625427,-291.4443813969019,7.727263700516512
-10.875,12.625,s3: poly,2962.2239640201833,-308.95192953396804,8.049237618623788
-10.875,12.875,s3: poly,2866.850371781319,-299.446504752369,7.810678449043083
-10.875,13.125,s3: poly,3095.353208073229,-317.87885666722724,8.152930475771068
-10.875,13.375,s3: poly,3377.4425106045364,-342.25006266843417,8.65987942055825
-10.875,13.625,s3: poly,2984.6492728348508,-304.2652683013943,7.745364065138545
-10.875,13.875,s3: poly,3177.1172188966957,-320.53321785405643,8.073336159380014
-10.875,14.125,s3: poly,3189.954751707696,-320.40587972814217,8.033221897508838
-10.875,14.375,s3: poly,3009.263238670379,-302.3792339731871,7.584268682403172
-10.875,14.625,s3: poly,2998.6483497957406,-298.61553409487044,7.419517239177548
-10.875,14.875,s3: poly,2424.997042868124,-243.62593358427443,6.1091473750693455
-10.875,15.125,s3: poly,2589.3231156327297,-257.4540923399617,6.386318502237868
-10.875,15.375,s3: poly,2342.0097097015528,-232.63291955735937,5.764604650207231
-10.875,15.625,s3: poly,2078.531145733353,-206.65457042058557,5.125995057037095
-10.875,15.875,s3: poly,1982.0308495969637,-196.80950617749056,4.875547825379501
-10.875,16.125,s3: poly,1950.586681025342,-192.42451832983446,4.7347201127582785
-10.875,16.375,s3: poly,1506.2164455204977,-149.51001624456427,3.702595652606944
-10.875,16.625,s3: poly,1411.3231322766555,-140.17451488069668,3.4731080750630126
-10.875,16.875,s3: poly,1373.5009350877306,-135.6998508699021,3.3445325782335793
-10.875,17.125,s3: poly,1190.4595344914453,-117.27064004888152,2.88071073911067
-10.875,17.375,s3: poly,1056.146754679215,-103.86285408830541,2.54701502799355
-10.875,17.625,s3: poly,857.7338610585846,-84.44334774141822,2.0741902607560982
-10.875,17.875,s3: poly,691.6945009279799,-68.25850085524075,1.6809516155810542
-10.875,18.125,s3: poly,560.387408016488,-55.64919911620237,1.379880546285745
-10.625,11.625,s3: poly,2000.8596053842377,-225.31141983464238,6.296075062159999
-10.625,11.875,s3: poly,2194.167304987931,-242.17607930685355,6.651722976080317
-10.625,12.125,s3: poly,2650.342382046267,-284.91158021243353,7.638623040614022
-10.625,12.375,s3: poly,2740.0696594522783,-291.40822985292647,7.733616132339254
-10.625,12.625,s3: poly,2899.0980737054183,-303.43039849964146,7.932021704065775
-10.625,12.875,s3: poly,2913.379024677237,-302.7289586160268,7.857015521338168
-10.625,13.125,s3: poly,3098.884021737058,-318.19602631945367,8.160599079768378
-10.625,13.375,s3: poly,3149.3599170565735,-321.2258627097659,8.18199201993248
-10.625,13.625,s3: poly,2993.5783259528143,-304.76500295162424,7.746919384621233
-10.625,13.875,s3: poly,3241.34186018278,-326.8571211933416,8.228748840845917
-10.625,14.125,s3: poly,3242.4643904266004,-324.98322415951503,8.13019230570275
-10.625,14.375,s3: poly,3164.332606883341,-316.27923918213463,7.8888098899324754
-10.625,14.625,s3: poly,2721.0170503059385,-273.00986063767306,6.83642153508121
-10.625,14.875,s3: poly,2722.211078858316,-271.22197824965536,6.743199655951367
-10.625,15.125,s3: poly,2562.2305297811627,-254.80610087421587,6.321921560263248
-10.625,15.375,s3: poly,2357.1147329484074,-234.15724952446337,5.802804591658103
-10.625,15.625,s3: poly,2299.718093636283,-227.98564229860432,5.636913899814692
-10.625,15.875,s3: poly,2228.6953148431894,-219.57940734224934,5.393568988171346
-10.625,16.125,s3: poly,1809.988979160914,-179.4836462568095,4.439394048542948
-10.625,16.375,s3: poly,1531.8296043625653,-151.9797367557061,3.761969932352118
-10.625,16.625,s3: poly,1596.9757211252306,-157.73564811699734,3.885987562689167
-10.625,16.875,s3: poly,1301.5055270902196,-128.41031795444076,3.159795156767355
-10.625,17.125,s3: poly,1211.8248347458616,-119.33584693194659,2.9300773193534435
-10.625,17.375,s3: poly,943.653452568161,-93.30679781664611,2.301721269454362
-10.625,17.625,s3: poly,969.1461938775279,-95.0544594268642,2.3242876656285674
-10.625,17.875,s3: poly,768.6698658422067,-75.38594681783509,1.8441337790338295
-10.625,18.125,s3: poly,602.5726398040255,-59.50966079188992,1.4666967920161833
-10.625,18.375,s3: poly,624.009515877471,-61.30368696987579,1.502819529706646
-10.625,18.625,s3: poly,466.2517502434334,-45.86530094557711,1.1263431127588317
-10.625,18.875,s3: poly,398.40201476482906,-39.233004502114525,0.9647255952256146
-10.375,11.875,s3: poly,2376.9408545445476,-260.0763996984453,7.08738321949455
-10.375,12.125,s3: poly,2509.0853537143007,-270.09551879716923,7.251488538173517
-10.375,12.375,s3: poly,2592.397433179801,-276.5332461946955,7.359846643251287
-10.375,12.625,s3: poly,2736.2723578459327,-287.613345223524,7.548707539582375
-10.375,12.875,s3: poly,2927.036496700309,-303.342970924554,7.852712918192879
-10.375,13.125,s3: poly,2999.9400907898253,-308.3620648441175,7.915654340473605
-10.375,13.375,s3: poly,3357.5480484610894,-340.40212552337687,8.61819354785002
-10.375,13.625,s3: poly,2964.150801968802,-302.0587091617444,7.686773663583844
-10.375,13.875,s3: poly,3336.6981114272103,-334.88469848992844,8.390279459559933
-10.375,14.125,s3: poly,3294.5442022406637,-329.9815376620556,8.248752023158758
-10.375,14.375,s3: poly,3028.6451235490326,-303.924690869153,7.612324529364088
-10.375,14.625,s3: poly,2741.300894668608,-274.6494640578333,6.868205112071923
-10.375,14.875,s3: poly,2564.4134848227523,-256.07143827492627,6.381050217419217
-10.375,15.125,s3: poly,2570.772365230267,-256.2242703857871,6.371990580669942
-10.375,15.375,s3: poly,2512.703021383054,-248.58024545213075,6.133438550221042
-10.375,15.625,s3: poly,2167.798653543322,-215.56433851853618,5.347208275826504
-10.375,15.875,s3: poly,2098.9267466433466,-207.59203980730803,5.120203905865612
-10.375,16.125,s3: poly,2037.278001389098,-200.4910444053148,4.91894310079377
-10.375,16.375,s3: poly,1750.724707469286,-172.40715107495294,4.232849624675233
-10.375,16.625,s3: poly,1688.6511819784726,-166.27579790667653,4.082944597997013
-10.375,16.875,s3: poly,1440.9024724839019,-141.77948263852736,3.4792036600000285
-10.375,17.125,s3: poly,1216.677030011722,-119.53739093163672,2.92854189105003
-10.375,17.375,s3: poly,973.1952856515969,-95.7425934460324,2.349056587313227
-10.375,17.625,s3: poly,938.7765638874322,-92.14184241471044,2.2549311660284213
-10.375,17.875,s3: poly,727.3552823043724,-71.63285789764151,1.7598950694415805
-10.375,18.125,s3: poly,579.9680643235444,-57.17050323364997,1.406112303765557
-10.375,18.375,s3: poly,612.3519673181675,-60.17781533828144,1.4750285583349336
-10.375,18.625,s3: poly,518.932515040075,-50.81699783767773,1.2418326522327783
-10.375,18.875,s3: poly,400.5215322350185,-39.18084651089163,0.9563756371081822
-10.125,11.875,s3: poly,2161.367347648576,-237.4084405896023,6.493653268612779
-10.125,12.125,s3: poly,2301.3515391342753,-250.252178016995,6.780681096501126
-10.125,12.375,s3: poly,2603.137273449819,-276.4579469499475,7.328781635475132
-10.125,12.625,s3: poly,2838.752610531296,-296.5295336987322,7.736059483429988
-10.125,12.875,s3: poly,3201.034766022323,-328.92296849350475,8.443262458201126
-10.125,13.125,s3: poly,3209.2054465966203,-328.6165113214494,8.405234024626921
-10.125,13.375,s3: poly,3335.6021229820863,-338.52380904590086,8.579889992197094
-10.125,13.625,s3: poly,3250.399750858335,-328.27464449801914,8.277311227719098
-10.125,13.875,s3: poly,3157.2607953206925,-318.48442202411024,8.020630826777468
-10.125,14.125,s3: poly,3130.0967190704546,-313.4138776906392,7.832237744910355
-10.125,14.375,s3: poly,3036.541785333437,-304.1911371417819,7.6057609025601565
-10.125,14.625,s3: poly,2803.6048482036235,-281.05300949454863,7.03182214107826
-10.125,14.875,s3: poly,2628.4882254937456,-262.35308073604637,6.53432550567936
-10.125,15.125,s3: poly,2607.863338509797,-259.4495391672742,6.440021315856781
-10.125,15.375,s3: poly,2656.491711724338,-262.3219429807368,6.460740131789976
-10.125,15.625,s3: poly,2201.1274704025054,-217.97271754203743,5.383465045513649
-10.125,15.875,s3: poly,1878.3468749521317,-186.61190685258862,4.625379371867477
-10.125,16.125,s3: poly,1804.004985286529,-178.21489842859248,4.390708203892567
-10.125,16.375,s3: poly,1725.855851497886,-169.73055053394643,4.1613897988015305
-10.125,16.625,s3: poly,1328.7338490810841,-131.8367053392488,3.263782104947082
-10.125,16.875,s3: poly,1239.0431814048475,-121.9885865962283,2.995489319403171
-10.125,17.125,s3: poly,1144.1070919544277,-112.58407708346853,2.762925724104145
-10.125,17.375,s3: poly,1083.7570463237414,-106.52004558480856,2.6101174715199624
-10.125,17.625,s3: poly,906.3377990350606,-88.7968494693939,2.1689656915034106
-10.125,17.875,s3: poly,791.4901713739316,-77.39870870755391,1.8868720472596467
-10.125,18.125,s3: poly,669.0409119068818,-65.44190676266547,1.596258737916839
-10.125,18.375,s3: poly,570.8196402736688,-56.153227476253676,1.377533631995161
-10.125,18.625,s3: poly,482.85525044776074,-47.37471316396818,1.1597010763088311
-10.125,18.875,s3: poly,354.7698911947265,-35.14744516988666,0.8695782721462391
-10.125,19.125,s3: poly,232.21908216487418,-23.19581867989,0.5793080201024338
-9.875,11.875,s3: poly,2194.8046953225385,-240.09000312210162,6.544414441129965
-9.875,12.125,s3: poly,2612.0127106809728,-277.860381082662,7.378824146195072
-9.875,12.375,s3: poly,2837.3483088803123,-297.8024805588144,7.807800078130739
-9.875,12.625,s3: poly,2786.1879334802898,-291.6313820117188,7.623054133755479
-9.875,12.875,s3: poly,3074.2283197931024,-317.11025353614855,8.171840291533442
-9.875,13.125,s3: poly,3153.4729188363026,-323.2457539114137,8.27695149223738
-9.875,13.375,s3: poly,3313.126428739781,-336.1106524974728,8.514550032622456
-9.875,13.625,s3: poly,3207.4734043869444,-324.14810377322874,8.179153753387475
-9.875,13.875,s3: poly,3183.4403277444885,-319.90724777948367,8.025115341632322
-9.875,14.125,s3: poly,3174.6631783987045,-318.1803376889488,7.959436845810526
-9.875,14.375,s3: poly,2808.0928415257963,-282.2159713669716,7.080459110469654
-9.875,14.625,s3: poly,2610.875258249361,-261.855279759325,6.554853061022139
-9.875,14.875,s3: poly,2622.9588524765304,-262.0914538492668,6.535621961456138
-9.875,15.125,s3: poly,2544.473407251832,-253.3673263884866,6.294871933779606
-9.875,15.375,s3: poly,2434.782034933563,-241.128642090837,5.955908129344917
-9.875,15.625,s3: poly,2195.1613237280526,-217.40584598532544,5.370107437456596
-9.875,15.875,s3: poly,1873.8544592858223,-186.00831537990987,4.605963706401383
-9.875,16.125,s3: poly,1980.5757475246166,-194.67143663541486,4.769409956731549
-9.875,16.375,s3: poly,1617.0815014546567,-159.49876371449045,3.9230658788214092
-9.875,16.625,s3: poly,1334.9334967137245,-132.11561483621833,3.2618455898531282
-9.875,16.875,s3: poly,1504.6687780464558,-147.45623250289876,3.6026072769579858
-9.875,17.125,s3: poly,1167.741774700074,-114.6657913440593,2.8076206101091605
-9.875,17.375,s3: poly,1015.289446868436,-99.8650327376868,2.4492073949687754
-9.875,17.625,s3: poly,977.7717368879343,-95.35255409140692,2.3181717218935978
-9.875,17.875,s3: poly,764.2042520847045,-74.61949302514013,1.8162054872483633
-9.875,18.125,s3: poly,652.3920532379949,-63.841599689557114,1.5581257745678119
-9.875,18.375,s3: poly,589.8878870586791,-57.69164589417024,1.4068135125733523
-9.875,18.625,s3: poly,459.94089752667327,-45.21317167628267,1.1087472515541061
-9.875,18.875,s3: poly,381.4832605914588,-37.558133794614555,0.9229416521466725
-9.875,19.125,s3: poly,303.3238718126663,-29.99493413431922,0.7406976183872529
-9.875,19.375,s3: poly,221.0077074539234,-22.00960019020363,0.5481524209426937
-9.875,19.625,s3: poly,211.9051118435268,-20.988756003932448,0.5195760090851473
-9.625,11.625,s3: poly,2451.847739824083,-263.60810729001867,7.07543765457563
-9.625,11.875,s3: poly,2318.0449271333127,-250.94083882211856,6.776793769010499
-9.625,12.125,s3: poly,2688.9941542263987,-284.0424890905487,7.4942257336389115
-9.625,12.375,s3: poly,2594.7289615000464,-274.87693941871436,7.269651320604459
-9.625,12.625,s3: poly,2617.0301146509614,-275.3998203578878,7.237236921588692
-9.625,12.875,s3: poly,2994.152457624106,-309.3968495273067,7.986890252430805
-9.625,13.125,s3: poly,3094.733802097341,-316.59494002988856,8.090490514510822
-9.625,13.375,s3: poly,3252.9803721075245,-329.8530236833897,8.353742001425184
-9.625,13.625,s3: poly,3168.449238310109,-320.1803440540827,8.079632188439655
-9.625,13.875,s3: poly,3041.7363762103037,-306.58612485912073,7.7150933096502765
-9.625,14.125,s3: poly,2955.20426628412,-296.7758901287443,7.440174870054059
-9.625,14.375,s3: poly,3140.226302590327,-313.0433555770506,7.786428218809727
-9.625,14.625,s3: poly,2658.4491978586407,-265.5706133443413,6.620907770635788
-9.625,14.875,s3: poly,2808.373068788686,-278.99309895856885,6.9144991120689605
-9.625,15.375,s3: poly,2548.578666287078,-251.39467332226974,6.1833449086266485
-9.625,15.625,s3: poly,2254.4897618957075,-222.66725918304633,5.48386488394756
-9.625,15.875,s3: poly,1934.8149032729598,-191.33776660639512,4.719371067403313
-9.625,16.125,s3: poly,1980.3995899365389,-194.32661235251527,4.752389191091815
-9.625,16.375,s3: poly,1661.1718049010944,-163.62749300286646,4.018854742032717
-9.625,16.625,s3: poly,1468.4207950655061,-144.2239775759008,3.532400972195597
-9.625,16.875,s3: poly,1246.6140258968,-122.6413834728736,3.0090905273540787
-9.625,17.125,s3: poly,1165.735703973352,-114.31942491104513,2.7953900418264603
-9.625,17.375,s3: poly,1090.08786466322,-106.50524517540121,2.5938360612085476
-9.625,17.625,s3: poly,1028.1539482590638,-100.13954488090647,2.430305305239232
-9.625,17.875,s3: poly,742.1717756480343,-72.48227453552292,1.7647851310782336
-9.625,18.125,s3: poly,656.6932649290683,-64.33502429254021,1.5715666150360417
-9.625,18.375,s3: poly,564.2716817927331,-55.29521654442041,1.3513058045523862
-9.625,18.625,s3: poly,420.09454502787105,-41.40644482868072,1.0184248980555561
-9.625,18.875,s3: poly,382.90165550957227,-37.61194111924243,0.9217769631051976
-9.625,19.125,s3: poly,302.2840749823004,-29.60594168827144,0.7239418182043759
-9.625,19.375,s3: poly,226.57569253201652,-22.51910988570188,0.5593204308212613
-9.625,19.625,s3: poly,199.01438676990045,-19.620226776716454,0.48356819167204645
-9.625,19.875,s3: poly,147.07139975296235,-14.728652976383867,0.36957390597442635
-9.375,11.625,s3: poly,2103.4706489892887,-229.4986891373929,6.242097935804266
-9.375,11.875,s3: poly,2101.4085439213254,-229.0286814518304,6.221667906471923
-9.375,12.125,s3: poly,2449.3833193604314,-260.9892971504626,6.943143998014929
-9.375,12.375,s3: poly,2669.705853385491,-281.56911720924876,7.416859233892163
-9.375,12.625,s3: poly,2966.351034795299,-307.5156962513143,7.96591756274848
-9.375,13.125,s3: poly,3103.4637340046156,-317.0180760849932,8.09041170225234
-9.375,13.375,s3: poly,3286.0852610158295,-332.7784931954059,8.416258316289689
-9.375,13.625,s3: poly,3344.9072726088684,-336.32816599391117,8.443273049790092
-9.375,13.875,s3: poly,3150.2404246378583,-316.3215559537789,7.928485433627788
-9.375,14.125,s3: poly,2931.1102312980192,-293.8865887265503,7.354858212958098
-9.375,14.375,s3: poly,2922.660230337983,-291.45550367621917,7.253869761629349
-9.375,14.625,s3: poly,2858.7148176940527,-283.95180057060094,7.036394932122606
-9.375,14.875,s3: poly,2834.4974672714775,-280.44028536581146,6.9205372977953
-9.375,15.125,s3: poly,2676.5544117173667,-264.2152811012414,6.504975187183501
-9.375,15.375,s3: poly,2362.149840131042,-234.01523723525418,5.782545956685908
-9.375,15.625,s3: poly,2126.2673993448043,-210.72532420722692,5.209514239906564
-9.375,15.875,s3: poly,2006.9895505142704,-198.3812128872693,4.890514879404528
-9.375,16.125,s3: poly,1726.3575656328378,-170.08097319587375,4.178276088910416
-9.375,16.375,s3: poly,1585.5658937574976,-156.42875217310217,3.8480678739034664
-9.375,16.625,s3: poly,1583.249105106055,-154.98962774971204,3.7819731878384473
-9.375,16.875,s3: poly,1276.7423822589435,-125.38080824001523,3.0703778972308475
-9.375,17.125,s3: poly,1299.6344765785907,-126.8583646843857,3.086032969679307
-9.375,17.375,s3: poly,1012.347757068995,-99.02392864902653,2.414623279442819
-9.375,17.625,s3: poly,1007.5497996904211,-98.14348573036641,2.381788415456418
-9.375,17.875,s3: poly,734.7345804802848,-71.84857647769623,1.7512038433634767
-9.375,18.125,s3: poly,635.3246976477046,-61.87824593066782,1.5020321220025616
-9.375,18.375,s3: poly,541.9778746680995,-53.03792604905397,1.2941853627858608
-9.375,18.625,s3: poly,440.1168774161851,-43.109885936199845,1.0531793396042068
