model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,isConv,finTol,NSE,R2_test,id,seed
poly,0.7918287060030431,0.7904546380558685,35.797212641868796,576.2660482920124,5.505002657239079e-104,2,-1527.5160193550466,3063.0320387100933,3077.926379117903,388276.4511769329,303,306,NA,NA,0.7579329211332528,0.7596636174528447,90_s3_m1_r3_other_-12.125_14.625,1
step,0.760855301594551,0.7560564113255452,38.62379020424999,158.54817654586645,8.53336818525944e-90,6,-1548.738271715987,3113.476543431974,3143.265224247593,446047.3537528334,299,306,NA,NA,0.7175751223443538,0.7189229373419984,90_s3_m1_r3_other_-12.125_14.625,1
nls,NA,NA,94.63742138144441,NA,NA,NA,-1825.5081185218696,3657.0162370437392,3668.1869923495965,2722697.423821638,304,306,TRUE,2.6932027819821214e-8,-0.5177059194962002,0.009280455033996996,90_s3_m1_r3_other_-12.125_14.625,1
lm,0.6345568071336413,0.6333703032606985,42.70969920665602,534.8122510210075,2.6886533910745294e-69,1,-1602.7397786076435,3211.479557215287,3222.6892741077245,561828.4691474944,308,310,NA,NA,0.6113619615067174,0.6185711664051408,91_s1_m1_r3_other_-12.125_14.875,1
poly,0.7651547976308932,0.7636248614591075,34.29364053021758,500.12203890690375,2.6000984404300857e-97,2,-1534.2012182670508,3076.4024365341015,3091.348725724018,361048.51071044506,307,310,NA,NA,0.7304582283961764,0.7444103948112571,91_s1_m1_r3_other_-12.125_14.875,1
step,0.7118251396392424,0.7061187067608116,38.238307750320566,124.74082404960849,8.190275232972171e-79,6,-1565.9205525200916,3147.8411050401833,3177.733683420017,443036.9584212924,303,310,NA,NA,0.7078418316924833,0.7210566594217234,91_s1_m1_r3_other_-12.125_14.875,1
nls,NA,NA,35.449208809527086,NA,NA,NA,-1544.97899515917,3095.95799031834,3107.1677072107773,387047.0928082075,308,310,TRUE,4.291135917340247e-6,0.7156273718601838,0.737942347331474,91_s1_m1_r3_other_-12.125_14.875,1
lm,0.5019511302750786,0.5003128116246677,50.13325970859893,306.38186908827447,6.219508549598545e-48,1,-1631.0854130830976,3268.170826166195,3279.3415814720524,764056.493618988,304,306,NA,NA,0.47038741709337717,0.47891872451763784,92_s2_m1_r3_other_-12.125_14.875,1
poly,0.5953682450830825,0.5926974084169643,45.262175388327314,222.91450938794284,2.9483859328085504e-60,2,-1599.3041310172707,3206.6082620345414,3221.502602442351,620745.3498277619,303,306,NA,NA,0.5977792066292819,0.6150499290040592,92_s2_m1_r3_other_-12.125_14.875,1
step,0.6648168613536534,0.6569434319223634,41.539350887079834,84.43802883551427,5.642951093637966e-67,7,-1570.4941787835455,3158.988357567091,3192.5006234846624,514204.2662917422,298,306,NA,NA,0.6406676031941769,0.6605597760124218,92_s2_m1_r3_other_-12.125_14.875,1
nls,NA,NA,46.655878066506574,NA,NA,NA,-1609.0883792920695,3224.176758584139,3235.347513889996,661738.3712796457,304,306,TRUE,7.155893674759077e-6,0.5785429107460428,0.6258098187642457,92_s2_m1_r3_other_-12.125_14.875,1
lm,0.6606088544927976,0.6594924362509975,41.38473876771187,591.7216592839738,2.6057032194809344e-73,1,-1572.4030372030202,3150.8060744060404,3161.9768297118976,520659.7672730133,304,306,NA,NA,0.6509134353301108,0.6536286477912913,93_s3_m1_r3_other_-12.125_14.875,1
poly,0.7648269002403266,0.763274602552144,34.506369113334245,492.70633207973196,5.824088900102757e-96,2,-1516.2778290125218,3040.5556580250436,3055.449998432853,360778.9213438573,303,306,NA,NA,0.7547990200960109,0.756607357018433,93_s3_m1_r3_other_-12.125_14.875,1
step,0.7302566031180888,0.7239203488289164,37.26439161214477,115.25052022706443,6.26748254514183e-81,7,-1537.2616699949522,3092.5233399899043,3126.0356059074757,413813.194902539,298,306,NA,NA,0.7224690178784633,0.7316014958473236,93_s3_m1_r3_other_-12.125_14.875,1
nls,NA,NA,85.51987492801867,NA,NA,NA,-1794.5090429707225,3595.018085941445,3606.188841247302,2223349.2983420026,304,306,TRUE,1.7901035516647022e-8,-0.4661555334804559,0.004794917632000374,93_s3_m1_r3_other_-12.125_14.875,1
lm,0.6158042726775779,0.6145568839525051,42.855880755440275,493.6747144653236,6.064721380538546e-66,1,-1603.798997144612,3213.597994289224,3224.8077111816615,565680.9667199509,308,310,NA,NA,0.6012889145544595,0.6031535003229891,94_s1_m1_r3_other_-12.125_15.125,1
poly,0.7556590072336105,0.7540672092351324,34.2324905674654,474.7204155025223,1.1413984650979614e-94,2,-1533.6479550612853,3075.2959101225706,3090.242199312487,359762.0670086435,307,310,NA,NA,0.7301924807049184,0.7302005557444232,94_s1_m1_r3_other_-12.125_15.125,1
step,0.6882354088329747,0.6820618525722415,38.9225780160398,111.48119167723266,1.1512263483630336e-73,6,-1571.4189171700823,3158.8378343401646,3188.730412719998,459035.0250626555,303,310,NA,NA,0.7218399048080677,0.7228448022691955,94_s1_m1_r3_other_-12.125_15.125,1
nls,NA,NA,35.00969304855897,NA,NA,NA,-1541.1114454365909,3088.2228908731818,3099.432607765619,377509.01106513006,308,310,TRUE,7.439085431743418e-6,0.714084287277617,0.7175415915179124,94_s1_m1_r3_other_-12.125_15.125,1
lm,0.48291912625342087,0.48121820232662293,49.95138690967883,283.91576992072254,1.894917355299053e-45,1,-1629.973291701669,3265.946583403338,3277.1173387091953,758522.8804769318,304,306,NA,NA,0.4660410570056789,0.47034960560542743,95_s2_m1_r3_other_-12.125_15.125,1
poly,0.589643791138117,0.5869351692974445,44.57222313445347,217.69144082206793,2.4768108605921614e-59,2,-1594.6037145957703,3197.2074291915405,3212.10176959935,601964.9717696953,303,306,NA,NA,0.5818785815878109,0.582490701319324,95_s2_m1_r3_other_-12.125_15.125,1
step,0.6580921793558333,0.64888254108932375,41.09428215896418,71.4568976882575,9.9845000783116e-65,8,-1566.683599229621,3153.367198459242,3190.6030494787656,501555.78776968684,297,306,NA,NA,0.632010488051505,0.6346319444632266,95_s2_m1_r3_other_-12.125_15.125,1
nls,NA,NA,45.373816282977934,NA,NA,NA,-1600.5620815511454,3207.124163102291,3218.294918408148,625870.0940407559,304,306,TRUE,4.754249441949939e-6,0.5466648611652718,0.5498399826062107,95_s2_m1_r3_other_-12.125_15.125,1
lm,0.6280891145154982,0.6268657234448254,42.36310254120466,513.4001134814008,2.930963194164184e-67,1,-1579.552903525561,3165.105807051122,3176.2765623569794,545568.2669026528,304,306,NA,NA,0.6378866328560122,0.6399208126832961,96_s3_m1_r3_other_-12.125_15.125,1
poly,0.7332287289721346,0.7314678624967031,35.93795168999247,416.4022310621118,1.148331515804028e-87,2,-1528.7167193013881,3065.4334386027763,3080.327779010586,391335.5206166864,303,306,NA,NA,0.7362900890139943,0.7387276669248127,96_s3_m1_r3_other_-12.125_15.125,1
step,0.7167078402419633,0.7110230477384576,37.280934440289506,126.07458228246279,7.567469235882413e-79,6,-1537.9100461089606,3091.8200922179212,3121.6087730335403,415570.55374960805,299,306,NA,NA,0.683502373928067,0.6852905538733967,96_s3_m1_r3_other_-12.125_15.125,1
nls,NA,NA,82.6559708832377,NA,NA,NA,-1784.0861506596664,3574.1723013193327,3585.34305662519,2076930.894885794,304,306,TRUE,3.5432848440300215e-8,-0.4764625447704365,0.005046359641768404,96_s3_m1_r3_other_-12.125_15.125,1
lm,0.7352643783019792,0.7344020472866762,77.11209888403538,852.6474929625805,1.3365693540801566e-90,1,-1780.13415606434,3566.26831212868,3577.4683359593732,1825506.6688504836,307,309,NA,NA,0.7815525548598756,0.7825261876715286,97_s1_m1_r3_other_-11.875_10.625,1
poly,0.746852522248096,0.7451979635699789,75.52863048420521,451.390773942243,5.2018941190999067e-92,2,-1773.2188227210536,3554.437645442107,3569.371010549698,1745599.6509828016,306,309,NA,NA,0.7759031749934208,0.778750746047946,97_s1_m1_r3_other_-11.875_10.625,1
step,0.8115467022861321,0.8071640674555771,65.7058660295179,185.1732425042925,4.24539870573263e-105,7,-1727.6224712168546,3473.244942433709,3506.845013925789,1299495.5100373758,301,309,NA,NA,0.8375605168304012,0.8400840529025753,97_s1_m1_r3_other_-11.875_10.625,1
nls,NA,NA,81.19791725229396,NA,NA,NA,-1796.0876420278069,3598.1752840556137,3609.375307886307,2024082.242195886,307,309,TRUE,6.732644151969031e-6,0.7199607973067208,0.7251995448383224,97_s1_m1_r3_other_-11.875_10.625,1
lm,0.5724392918419912,0.5710374534545879,98.26595533895296,408.3489915712382,3.211306548109411e-58,1,-1843.0278914401688,3692.0557828803376,3703.2363261230994,2945140.3834965155,305,307,NA,NA,0.6253724957922795,0.6345356165181082,98_s2_m1_r3_other_-11.875_10.625,1
poly,0.5858037930687382,0.5830788180231379,96.87693128331927,214.97583767401636,6.536268032134251e-59,2,-1838.1532695589551,3684.3065391179102,3699.213930108259,2853082.503721381,304,307,NA,NA,0.645039088904551,0.6520335328695664,98_s2_m1_r3_other_-11.875_10.625,1
step,0.7447247251203816,0.7396192196227892,76.55928263475116,145.8669911278277,7.195594298335688e-86,6,-1763.8596810766962,3543.7193621533925,3573.53414413409,1758397.1272643132,300,307,NA,NA,0.7972946720701961,0.8020952862215405,98_s2_m1_r3_other_-11.875_10.625,1
nls,NA,NA,101.00877873500171,NA,NA,NA,-1851.4795395367928,3708.9590790735856,3720.1396223163474,3111845.881368643,305,307,TRUE,9.856017338036814e-6,0.6038706622429317,0.6148444349826081,98_s2_m1_r3_other_-11.875_10.625,1
lm,0.807316176536831,0.8066844262959681,65.96701224510052,1277.904026493432,4.41038818750922e-111,1,-1720.6813825495124,3447.3627650990247,3458.5433083417865,1327252.244886299,305,307,NA,NA,0.85403426421438,0.8557574831547525,99_s3_m1_r3_other_-11.875_10.625,1
poly,0.8085320450445123,0.807272387446121,65.8666179103144,641.8665247421523,7.56148330179931e-110,2,-1719.7097018251852,3447.4194036503704,3462.326794640719,1318877.0519027782,304,307,NA,NA,0.8572607547348551,0.8586470776037518,99_s3_m1_r3_other_-11.875_10.625,1
step,0.8211100829477983,0.8181384896412833,63.9828807963649,276.31980498393915,3.425833475589735e-110,5,-1709.2794030048128,3432.5588060096256,3458.646740242736,1232236.519535554,301,307,NA,NA,0.8603347263652592,0.8606324617496687,99_s3_m1_r3_other_-11.875_10.625,1
nls,NA,NA,74.63930190223931,NA,NA,NA,-1758.5996896632957,3523.1993793265915,3534.3799225693533,1699162.7434783552,305,307,TRUE,9.696574196656009e-6,0.791770284498475,0.8000658840970879,99_s3_m1_r3_other_-11.875_10.625,1
lm,0.7417332134727511,0.7408919535817828,75.42720565988404,881.6933048110288,2.9848954198383583e-92,1,-1773.3076770426642,3552.6153540853284,3563.8153779160216,1746603.849573142,307,309,NA,NA,0.7507767315568525,0.754169701667776,100_s1_m1_r3_other_-11.875_10.875,1
poly,0.7551811718925209,0.7535810488329948,73.55710379739473,471.95193356954843,3.11355580732877e-94,2,-1765.0458440693444,3538.091688138689,3553.0250532462796,1655658.1408325746,306,309,NA,NA,0.7613075550871989,0.7654292434184813,100_s1_m1_r3_other_-11.875_10.875,1
step,0.815636053456772,0.8113485198162318,64.36024332581141,190.23432160266628,1.5827260408706056e-106,7,-1721.2286111535125,3460.457222307025,3494.0572937991046,1246814.5172082533,301,309,NA,NA,0.8275347418339296,0.8299976424724751,100_s1_m1_r3_other_-11.875_10.875,1
nls,NA,NA,79.1095376009645,NA,NA,NA,-1788.036290678537,3582.072581357074,3593.272605187767,1921303.9144075934,307,309,TRUE,5.231910040898188e-6,0.7220337208797875,0.7311479306920197,100_s1_m1_r3_other_-11.875_10.875,1
lm,0.5621395751844525,0.5606992448396644,98.58009722881083,390.28517118911253,1.8499114758713273e-56,1,-1837.9979414735553,3681.9958829471107,3693.166638252968,2954282.813171106,304,306,NA,NA,0.6445642116047985,0.647398185787015,101_s2_m1_r3_other_-11.875_10.875,1
poly,0.5831972423755898,0.5804460690579369,96.33900676113062,211.98128036264058,2.627141249330673e-58,2,-1830.4570169806893,3668.9140339613787,3683.808374369188,2812204.879787515,303,306,NA,NA,0.6628824214390454,0.6672681899076095,101_s2_m1_r3_other_-11.875_10.875,1
step,0.7475681557755249,0.7416385486964265,75.60005735391975,126.07380991746794,3.389268422094243e-85,7,-1753.7318287987316,3525.463657597463,3558.9759235150345,1703179.8642309546,298,306,NA,NA,0.7606419184625289,0.7628188124072356,101_s2_m1_r3_other_-11.875_10.875,1
nls,NA,NA,100.04887361137625,NA,NA,NA,-1842.523502506101,3691.047005012202,3702.2177603180594,3042972.2417151625,304,306,TRUE,8.662591033243147e-6,0.6206557622014359,0.6306124293530624,101_s2_m1_r3_other_-11.875_10.875,1
lm,0.8125981587481065,0.8119817053229358,64.49236777172187,1318.1825675201494,1.4672605683077226e-112,1,-1708.1552565070533,3422.3105130141066,3433.481268319964,1264416.7122441211,304,306,NA,NA,0.8416962718857082,0.8436149486894905,102_s3_m1_r3_other_-11.875_10.875,1
poly,0.8169215763965315,0.8157131379569047,63.849199218008145,676.0142259698252,1.9477373316130654e-112,2,-1704.5841462856324,3417.168292571265,3432.0626329790744,1235246.2329566104,303,306,NA,NA,0.8506108972367394,0.8521497393130099,102_s3_m1_r3_other_-11.875_10.875,1
step,0.8229109607401528,0.8205576180257362,63.004385487547665,349.6774845835251,8.896722612078903e-112,4,-1699.495067542465,3410.99013508493,3433.331645696644,1194835.3297897156,301,306,NA,NA,0.8553293175183363,0.8561925970441673,102_s3_m1_r3_other_-11.875_10.875,1
nls,NA,NA,72.38037050812171,NA,NA,NA,-1743.4640608149966,3492.9281216299933,3504.0988769358505,1592631.0826074644,304,306,TRUE,4.055491993246405e-6,0.8093205198903645,0.8192110607166222,102_s3_m1_r3_other_-11.875_10.875,1
lm,0.7295319512639283,0.72865094784785,74.92259054209161,828.0693785629999,3.5956432271464836e-89,1,-1771.2334918981403,3548.4669837962806,3559.667007626974,1723312.1340761401,307,309,NA,NA,0.7566118927803744,0.7655703965881188,103_s1_m1_r3_other_-11.875_11.125,1
poly,0.7426454140224313,0.7409633579049308,73.20305932805731,441.5104860627419,6.477128033075304e-91,2,-1763.5549769168406,3535.109953833681,3550.043318941272,1639758.4958660458,306,309,NA,NA,0.7855142972353321,0.7922195364716151,103_s1_m1_r3_other_-11.875_11.125,1
step,0.8243993622220549,0.8209106078291155,60.867233375197294,236.30192021843402,6.644111682677488e-111,6,-1704.4985056062046,3424.9970112124092,3454.8637414275913,1118855.6698227208,302,309,NA,NA,0.8073033293925806,0.8095206708953127,103_s1_m1_r3_other_-11.875_11.125,1
nls,NA,NA,78.35467250253029,NA,NA,NA,-1785.0736479026257,3576.1472958052514,3587.3473196359446,1884812.5938144845,307,309,TRUE,2.826831953811567e-6,0.7573734019322884,0.774480268604464,103_s1_m1_r3_other_-11.875_11.125,1
lm,0.5942012548471527,0.5928619850611697,92.19243609705755,443.6755469780289,2.7039431253330886e-61,1,-1811.5557767423095,3629.111553484619,3640.272488814441,2575331.9178735423,303,305,NA,NA,0.5931695650004585,0.59765922968297,104_s2_m1_r3_other_-11.875_11.125,1
poly,0.6259314048581832,0.6234541293936678,88.6611598075911,252.66927873951286,3.278223364404005e-65,2,-1799.1395096237186,3606.279019247437,3621.160266353867,2373961.980045017,302,305,NA,NA,0.622493492379726,0.6258275848986492,104_s2_m1_r3_other_-11.875_11.125,1
step,0.7514062313153745,0.7446874808103847,73.00633029876667,111.83719811553063,8.188019927278358e-85,8,-1736.8251003913253,3493.6502007826507,3530.853318548725,1577657.5820530143,296,305,NA,NA,0.7408958525560128,0.745757291970022,104_s2_m1_r3_other_-11.875_11.125,1
nls,NA,NA,92.06430714219142,NA,NA,NA,-1811.131593216147,3628.263186432294,3639.424121762116,2568178.5048202435,303,305,TRUE,6.98564711797211e-6,0.5814356512763188,0.5894780404557629,104_s2_m1_r3_other_-11.875_11.125,1
lm,0.837539151437606,0.8370029770199083,58.33299831453296,1562.0647382506515,1.34125935239645e-121,1,-1671.954181863114,3349.908363726228,3361.06929905605,1031029.8237860814,303,305,NA,NA,0.8040336147984967,0.8054789683459137,105_s3_m1_r3_other_-11.875_11.125,1
poly,0.8452131879427648,0.8441881097172201,57.03280894486587,824.5353055799422,4.465060172514676e-123,2,-1664.5749696633816,3337.149939326763,3352.031186433193,982327.8714347548,302,305,NA,NA,0.8264349141852434,0.8291526924852405,105_s3_m1_r3_other_-11.875_11.125,1
step,0.8471739634793803,0.8451362829924387,56.85901121328628,415.7540737659637,5.4584656009478795e-121,4,-1662.630822528312,3337.261645056624,3359.5835157162683,969884.1468457846,300,305,NA,NA,0.8200836226987913,0.8224196827714881,105_s3_m1_r3_other_-11.875_11.125,1
nls,NA,NA,65.63689305461014,NA,NA,NA,-1707.9350287921952,3421.8700575843905,3433.0309929142127,1305385.1241482855,303,305,TRUE,9.350491143223192e-6,0.8040813264472624,0.8289752669594357,105_s3_m1_r3_other_-11.875_11.125,1
lm,0.7181419942054316,0.7172238899520291,79.76770248801192,782.2009227644793,2.0371579185403505e-86,1,-1790.5964322490483,3587.1928644980967,3598.39288832879,1953406.1125863069,307,309,NA,NA,0.7594741189476443,0.769373071468312,106_s1_m1_r3_other_-11.875_11.375,1
poly,0.7413359892088894,0.7396453747592744,76.53998524973318,438.50091863207945,1.4080209857018614e-90,2,-1777.3289835020512,3562.6579670041024,3577.591332111693,1792661.0186609877,306,309,NA,NA,0.7950411956539127,0.8032818585030507,106_s1_m1_r3_other_-11.875_11.375,1
step,0.8166417890432561,0.8129989106798771,64.86759457658889,224.17487151170351,4.4586772641367176e-108,6,-1724.1673430953456,3464.334686190691,3494.2014164058733,1270757.0574981167,302,309,NA,NA,0.8173708243096476,0.8326596986878082,106_s1_m1_r3_other_-11.875_11.375,1
nls,NA,NA,81.58960828672869,NA,NA,NA,-1797.5746449515889,3601.1492899031778,3612.349313733871,2043657.3033772206,307,309,TRUE,9.76150979066393e-6,0.7688989089038145,0.782553012638423,106_s1_m1_r3_other_-11.875_11.375,1
lm,0.5863485710968782,0.5849833848628745,97.12378122308354,429.5007937322111,4.964948837285581e-60,1,-1827.44876885614,3660.89753771228,3672.0584730421024,2858207.750358027,303,305,NA,NA,0.579784870582973,0.5859275324517448,107_s2_m1_r3_other_-11.875_11.375,1
poly,0.6247305301054218,0.6222453018279742,92.66116949635513,251.3775236563192,5.318979262868645e-65,2,-1812.598424735207,3633.196849470414,3648.0780965768436,2592999.884394541,302,305,NA,NA,0.620021110780338,0.6258403486090669,107_s2_m1_r3_other_-11.875_11.375,1
step,0.7341259314396033,0.7278595392513111,78.64831053925808,117.15288628298887,1.4187008967062675e-81,7,-1760.0436331628484,3538.087266325697,3571.5700723151635,1837110.3549518336,297,305,NA,NA,0.739188391724811,0.7484445625288323,107_s2_m1_r3_other_-11.875_11.375,1
nls,NA,NA,96.24419052002867,NA,NA,NA,-1824.6739865343757,3655.3479730687513,3666.5089083985736,2806672.0952832396,303,305,TRUE,6.010340388654433e-6,0.5843800289476515,0.5925250344423737,107_s2_m1_r3_other_-11.875_11.375,1
lm,0.8166980582040633,0.8160931013004463,64.65347173438781,1350.0103120092353,1.1866457763403386e-113,1,-1703.330709825312,3412.661419650624,3423.822354980446,1266561.6364147128,303,305,NA,NA,0.8222956767673377,0.831637826605181,108_s3_m1_r3_other_-11.875_11.375,1
poly,0.8343018570638354,0.8332045183688939,61.57224387960449,760.2956688849132,1.3090728146661336e-118,2,-1687.9332375450492,3383.8664750900984,3398.7477221965282,1144924.647343587,302,305,NA,NA,0.8554325670021539,0.8691398890959631,108_s3_m1_r3_other_-11.875_11.375,1
step,0.8299766155759806,0.8277096371169936,62.578238320475215,366.1157927133032,4.7307512500409264e-114,4,-1691.862898116443,3395.725796232886,3418.0476668925303,1174810.7733882577,300,305,NA,NA,0.8354174379470538,0.8430938268898327,108_s3_m1_r3_other_-11.875_11.375,1
nls,NA,NA,68.59015474881004,NA,NA,NA,-1721.3584068685673,3448.7168137371345,3459.8777490669568,1425496.6265251094,303,305,TRUE,5.163945044086314e-6,0.8267859775811434,0.8578560425315215,108_s3_m1_r3_other_-11.875_11.375,1
lm,0.7216777860677576,0.7207711990516916,75.62313286800966,796.0380782855484,2.9268689529265833e-87,1,-1774.109284531318,3554.218569062636,3565.4185928933293,1755689.4750052015,307,309,NA,NA,0.716230916678747,0.7189469529871662,109_s1_m1_r3_other_-11.875_12.375,1
poly,0.7950189861317822,0.793679240943101,65.00488926841264,593.4105924383986,4.922508152366278e-106,2,-1726.8535860846619,3461.7071721693237,3476.6405372769145,1293044.5024123683,306,309,NA,NA,0.7735571312404379,0.779405032223092,109_s1_m1_r3_other_-11.875_12.375,1
step,0.7927949865355031,0.7886783306388574,65.78798364374326,192.58228193944862,4.3828787535213474e-100,6,-1728.5208491617805,3473.041698323561,3502.908428538743,1307073.7551566483,302,309,NA,NA,0.8350499802483818,0.8350711330775803,109_s1_m1_r3_other_-11.875_12.375,1
nls,NA,NA,68.29678457333945,NA,NA,NA,-1742.6223269128889,3491.2446538257777,3502.444677656471,1431986.3903985415,307,309,TRUE,3.105272881278631e-6,0.7181924902684894,0.7309413508203946,109_s1_m1_r3_other_-11.875_12.375,1
lm,0.5449725568420345,0.5434757560421728,97.04446938302499,364.091572433939,6.493747635479046e-54,1,-1833.193721010114,3672.387442020228,3683.558197326085,2862959.2275011935,304,306,NA,NA,0.58769930850601515,0.5889070571567997,110_s2_m1_r3_other_-11.875_12.375,1
poly,0.6139783595105573,0.6114303618835644,89.53097174463042,240.9650436900658,2.3532349133982843e-63,2,-1808.0306830447064,3624.061366089413,3638.9557064972223,2428785.855165957,303,306,NA,NA,0.644350833844463,0.6463420667652133,110_s2_m1_r3_other_-11.875_12.375,1
step,0.7191287363261399,0.7115631804022648,77.13726137172824,95.05299327135334,2.7014839206630364e-77,8,-1759.377141528754,3538.754283057508,3575.990134077032,1767196.6563033045,297,306,NA,NA,0.7403492330244192,0.744787795572048,110_s2_m1_r3_other_-11.875_12.375,1
nls,NA,NA,92.31513031656698,NA,NA,NA,-1817.9055732473828,3641.8111464947656,3652.981901800623,2590713.318750882,304,306,TRUE,7.4115035034582565e-6,0.6025522086892745,0.6095470251579111,110_s2_m1_r3_other_-11.875_12.375,1
lm,0.7672321776207804,0.7664664939945329,69.40862906914153,1002.0224428474945,3.0870283465485894e-98,1,-1730.6353354514436,3467.270670902887,3478.4414262087444,1464537.5679343343,304,306,NA,NA,0.7889422111954211,0.7912774208877164,111_s3_m1_r3_other_-11.875_12.375,1
poly,0.8178657444956531,0.8166635381886936,61.498325335964545,680.303987561166,8.898825285692248e-113,2,-1693.1048327093029,3394.2096654186057,3409.1040058264152,1145959.337795826,303,306,NA,NA,0.8567542328072307,0.8590054013262272,111_s3_m1_r3_other_-11.875_12.375,1
step,0.8145241161300931,0.8108021920390582,62.473655293350454,218.84490285335337,3.0832936907490175e-106,6,-1695.8864927781556,3407.772985556311,3437.56166637193,1166984.3241080001,299,306,NA,NA,0.8258977860362381,0.8272902006286478,111_s3_m1_r3_other_-11.875_12.375,1
nls,NA,NA,66.73199414950035,NA,NA,NA,-1718.6013690355526,3443.202738071105,3454.3734933769624,1353760.3491233608,304,306,TRUE,6.8540836179585045e-6,0.8265977984256978,0.836779899468265,111_s3_m1_r3_other_-11.875_12.375,1
lm,0.6817880442180351,0.6807481358658065,64.27864253672698,655.6232025224961,4.538032344889188e-78,1,-1718.3038535333098,3442.6077070666197,3453.7980064155404,1264313.629227484,306,308,NA,NA,0.6816854232732108,0.6850597327247605,112_s1_m1_r3_other_-11.875_13.125,1
poly,0.759451519391807,0.7578741523058516,55.978409237645636,481.4678372294233,4.2993149211584786e-95,2,-1675.2152639024057,3358.4305278048114,3373.3509269367055,955742.6017370857,305,308,NA,NA,0.7686173481664671,0.7702946579915185,112_s1_m1_r3_other_-11.875_13.125,1
step,0.7801084491201853,0.7757252288368668,53.87536019878058,177.9760994648345,7.0951910485180385e-96,6,-1661.3880385619807,3338.7760771239614,3368.61687538775,873668.8854010535,301,308,NA,NA,0.7355455950543004,0.7363597668556886,112_s1_m1_r3_other_-11.875_13.125,1
nls,NA,NA,59.232732732285804,NA,NA,NA,-1693.1238938633783,3392.2477877267565,3403.4380870756772,1073606.087841927,306,308,TRUE,3.572770046569354e-6,0.7437654229651909,0.7555565894973326,112_s1_m1_r3_other_-11.875_13.125,1
lm,0.557411243648274,0.5559457179649901,75.86737176465316,380.3490106016162,2.1548599342518996e-55,1,-1746.3659691865798,3498.7319383731597,3509.8830214773784,1738269.1457397798,302,304,NA,NA,0.49420848889468927,0.49667132697152566,113_s2_m1_r3_other_-11.875_13.125,1
poly,0.6418360016510557,0.6394561744195013,68.36220139240896,269.6985701906704,7.750512293314709e-68,2,-1714.1951621631129,3436.3903243262257,3451.2584351318505,1406690.564344101,301,304,NA,NA,0.5508843735356761,0.5526842939582057,113_s2_m1_r3_other_-11.875_13.125,1
step,0.7090826851952342,0.7011934020818846,62.234628227952605,89.87922920339672,1.6123508622228806e-74,8,-1682.5864745453227,3385.1729490906455,3422.343226104708,1142578.9404480853,295,304,NA,NA,0.6642229152812551,0.6648345317042604,113_s2_m1_r3_other_-11.875_13.125,1
nls,NA,NA,71.19319839047364,NA,NA,NA,-1727.03478495332,3460.06956990664,3471.2206530108588,1530678.3921137326,302,304,TRUE,9.422407064036228e-6,0.5133649416103132,0.5166824642471,113_s2_m1_r3_other_-11.875_13.125,1
lm,0.7543802827940391,0.7535669724721651,56.51795826438999,927.5429839077708,4.4881284521204966e-94,1,-1656.859773764911,3319.719547529822,3330.870630634041,964672.4411253493,302,304,NA,NA,0.7101708138154887,0.7106711707650059,114_s3_m1_r3_other_-11.875_13.125,1
poly,0.8281525088349606,0.8270106650398441,47.352909955519465,725.2765328995257,7.745527916479237e-116,2,-1602.5688590297636,3213.1377180595273,3228.005828865152,674931.7224579158,301,304,NA,NA,0.7818639952843828,0.7820019574185446,114_s3_m1_r3_other_-11.875_13.125,1
step,0.8008529910020682,0.7968298191031201,51.31767733485027,199.06009763377406,6.123582442823829e-101,6,-1624.9791137726902,3265.9582275453804,3295.69444915663,782150.6900920103,297,304,NA,NA,0.7539758614319139,0.7540582679133465,114_s3_m1_r3_other_-11.875_13.125,1
nls,NA,NA,50.917933699340644,NA,NA,NA,-1625.1394289493314,3256.278857898663,3267.4299410028816,782976.0636075557,302,304,TRUE,4.914391143685208e-6,0.7369822522077867,0.7412214807659048,114_s3_m1_r3_other_-11.875_13.125,1
lm,0.676120919783765,0.6750624914170453,59.27395062357724,638.7970514048077,6.786139206696608e-77,1,-1693.3381452569736,3392.676290513947,3403.866589862868,1075100.7740930396,306,308,NA,NA,0.6782425247554482,0.6794045278695903,115_s1_m1_r3_other_-11.875_13.375,1
poly,0.759983323429014,0.7584094435826468,51.10977015991923,482.87251735463246,3.067723643376007e-95,2,-1647.1902233934109,3302.3804467868217,3317.300845918716,796723.6247689299,305,308,NA,NA,0.7631382123218342,0.7637019570680711,115_s1_m1_r3_other_-11.875_13.375,1
step,0.7672257346224091,0.7625857160434538,50.666088013578495,165.34971176670368,3.613686076629021e-92,6,-1642.4717803095564,3300.9435606191128,3330.7843588829014,772682.7948545044,301,308,NA,NA,0.7624636384043947,0.7729674129921108,115_s1_m1_r3_other_-11.875_13.375,1
nls,NA,NA,53.726138652977625,NA,NA,NA,-1663.0708953619446,3332.1417907238892,3343.33209007281,883268.3802150467,306,308,TRUE,7.2944386709719354e-6,0.7324799079621338,0.7392015167993636,115_s1_m1_r3_other_-11.875_13.375,1
lm,0.5513470314476776,0.5498614255915442,69.89825074419558,371.12604879105004,1.6912276037061216e-54,1,-1721.4543597590343,3448.9087195180687,3460.0598026222874,1475501.1680437285,302,304,NA,NA,0.520715545258347,0.5315291447435777,116_s2_m1_r3_other_-11.875_13.375,1
