model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,isConv,finTol,NSE,R2_test,id,seed
step,0.5685423760168425,0.5584074653863658,34.589726399897096,56.09742372144551,8.360788738739839e-51,7,-1514.470328210218,3046.940656420436,3080.4529223380073,356541.853381082,298,306,NA,NA,0.54207736592578,0.5596605907640129,1850_s2_m1_r3_other_-6.875_15.875,1
nls,NA,NA,31.86905313031175,NA,NA,NA,-1492.4523466662547,2990.9046933325094,3002.0754486383667,308753.5104164805,304,306,TRUE,1.6609069053552117e-6,0.488480812388982,0.5159638326146957,1850_s2_m1_r3_other_-6.875_15.875,1
lm,0.5835647684386781,0.582194915703279,33.64520088987609,426.005477346925,8.857461048387288e-60,1,-1509.0482596893492,3024.0965193786983,3035.2672746845556,344127.8610477161,304,306,NA,NA,0.5877917725600381,0.6129531313719965,1851_s3_m1_r3_other_-6.875_15.875,1
poly,0.7532089364302796,0.7515799525123277,25.943560927287518,462.37960248082516,8.667794126727418e-93,2,-1429.000363974356,2866.000727948712,2880.8950683565217,203939.71113712754,303,306,NA,NA,0.7122980940085769,0.7527275979021473,1851_s3_m1_r3_other_-6.875_15.875,1
step,0.6572805884957234,0.6492301325207908,30.828145834012364,81.6451379328511,1.5068767793654139e-65,7,-1479.2409721304612,2976.4819442609223,3009.9942101784936,283211.6235178139,298,306,NA,NA,0.6478775454696313,0.6662120825228608,1851_s3_m1_r3_other_-6.875_15.875,1
nls,NA,NA,60.52944604291569,NA,NA,NA,-1688.7496760508773,3383.4993521017545,3394.670107407612,1113799.4068317215,304,306,TRUE,1.4775348907225248e-6,-0.43103649244283515,0.00463543557160571,1851_s3_m1_r3_other_-6.875_15.875,1
lm,0.5179931047411263,0.5164281472889871,30.947746065095977,330.995008224065,9.751171685062227e-51,1,-1502.8807586919263,3011.7615173838526,3022.97123427629,294990.9998449764,308,310,NA,NA,0.48633627377671285,0.4928756281600314,1852_s1_m1_r3_other_-6.875_16.125,1
poly,0.6531844587012429,0.6509250740673748,26.294071829937973,289.0983894065768,2.5417188884055917e-71,2,-1451.8601275619683,2911.7202551239366,2926.666544313853,212253.11151316686,307,310,NA,NA,0.5849917462148462,0.591046736257799,1852_s1_m1_r3_other_-6.875_16.125,1
step,0.6065020360727282,0.5987099971830793,28.19211692593401,77.8361151249404,1.8685086612582327e-58,6,-1471.433967179884,2958.867934359768,2988.7605127396014,240823.02339995705,303,310,NA,NA,0.6270817387416434,0.6316549108970343,1852_s1_m1_r3_other_-6.875_16.125,1
nls,NA,NA,26.240898383995848,NA,NA,NA,-1451.736657757357,2909.473315514714,2920.6830324071516,212084.10238375232,308,310,TRUE,6.442305350930491e-8,0.5782040497084211,0.5827206360168673,1852_s1_m1_r3_other_-6.875_16.125,1
lm,0.44412092594104496,0.4422923763553247,33.429356899657506,242.88153266902538,1.179359574919304e-40,1,-1507.0788545626074,3020.1577091252148,3031.328464431072,339726.6584283023,304,306,NA,NA,0.466612685247373,0.4699043093038008,1853_s2_m1_r3_other_-6.875_16.125,1
poly,0.5883345082443319,0.5856172442723473,28.815460764582628,216.51724466601243,4.013157482700171e-59,2,-1461.1268848168627,2930.2537696337254,2945.148110041535,251590.22605978587,303,306,NA,NA,0.5942853478104106,0.5946986336091424,1853_s2_m1_r3_other_-6.875_16.125,1
step,0.5715939256393394,0.560054368080803,29.69095975750693,49.53343512000654,2.3057330981984825e-50,8,-1467.2255277454367,2954.4510554908734,2991.6869065103974,261821.26812260313,297,306,NA,NA,0.534852748649544,0.5360294685077305,1853_s2_m1_r3_other_-6.875_16.125,1
nls,NA,NA,28.71149995682344,NA,NA,NA,-1460.5250166647763,2927.0500333295527,2938.22078863541,250602.4698502844,304,306,TRUE,1.4219145560673393e-6,0.560849882990956,0.5626228643582348,1853_s2_m1_r3_other_-6.875_16.125,1
lm,0.5796983044650621,0.5783157330981707,29.068219446118725,419.2899682050646,3.6208926691974994e-59,1,-1464.3034202892702,2934.6068405785404,2945.7775958843977,256868.26005738528,304,306,NA,NA,0.5840394722355111,0.586437954484312,1854_s3_m1_r3_other_-6.875_16.125,1
poly,0.7389303049568071,0.7372070726462909,22.94729864025587,428.80481084729104,4.3511491750636464e-89,2,-1391.4470581259861,2790.8941162519723,2805.788456659782,159553.29001018193,303,306,NA,NA,0.7419701165985643,0.742347170209308,1854_s3_m1_r3_other_-6.875_16.125,1
step,0.6530514651607554,0.6460892872041151,26.63002570968084,93.79988119061082,9.109743817755324e-66,6,-1434.9585830620522,2885.9171661241044,2915.7058469397234,212038.3225201805,299,306,NA,NA,0.6343415836503431,0.6348306352965374,1854_s3_m1_r3_other_-6.875_16.125,1
nls,NA,NA,22.940499464038027,NA,NA,NA,-1391.8604974086381,2789.7209948172763,2800.8917501231335,159985.02076049682,304,306,TRUE,2.95435857146936e-6,0.7335079226122465,0.7354910687027941,1854_s3_m1_r3_other_-6.875_16.125,1
lm,0.518711282069857,0.5171537134034163,28.59790288764248,333.02626924001567,5.364609646735271e-51,1,-1483.1733386843507,2972.3466773687014,2983.566056105239,252712.57531744827,309,311,NA,NA,0.4259441920048799,0.4444200132292763,1855_s1_m1_r3_other_-6.875_16.375,1
poly,0.6593803823537486,0.657168566654747,24.097392770129577,298.11723583089645,9.322388418441591e-73,2,-1429.4168376440084,2866.833675288017,2881.792846936734,178850.7762019111,308,311,NA,NA,0.514403484368787,0.5378858580208398,1855_s1_m1_r3_other_-6.875_16.375,1
step,0.611311839057118,0.6036403621964033,25.910419868569637,79.68633030591711,1.8480630069579385e-59,6,-1449.9445505423623,2915.8891010847246,2945.8074443821583,204090.3567607327,304,311,NA,NA,0.573388141140813,0.5843700859320832,1855_s1_m1_r3_other_-6.875_16.375,1
nls,NA,NA,24.132968770900792,NA,NA,NA,-1430.3796938185217,2866.7593876370433,2877.978766373581,179961.65614445732,309,311,TRUE,2.334998791476308e-6,0.52305713415773325,0.5393367404779714,1855_s1_m1_r3_other_-6.875_16.375,1
lm,0.45145301024520507,0.4496544955246975,30.70423710141541,251.01435373173325,1.1495703939841828e-41,1,-1485.901861199012,2977.803722398024,2988.984265640786,287538.80367388,305,307,NA,NA,0.39858481012020486,0.40631433069924466,1856_s2_m1_r3_other_-6.875_16.375,1
poly,0.6006722494299817,0.5980450931762316,26.240328447446238,228.63971207367473,2.5239616284591376e-61,2,-1437.1670792872874,2882.3341585745748,2897.2415495649234,209320.67045707628,304,307,NA,NA,0.5183735820445805,0.5207027443587128,1856_s2_m1_r3_other_-6.875_16.375,1
step,0.5670244883894944,0.5568879379504524,27.551001191351013,55.93860473534892,9.299083198447133e-51,7,-1449.5850238321757,2917.1700476643514,2950.7116773926364,226958.24232710167,299,307,NA,NA,0.49799889831048016,0.5064893294019558,1856_s2_m1_r3_other_-6.875_16.375,1
nls,NA,NA,26.171897936307968,NA,NA,NA,-1436.8695329907803,2879.7390659815605,2890.9196092243224,208915.31368449898,305,307,TRUE,7.762632723133167e-6,0.4937651283305394,0.49571451103988856,1856_s2_m1_r3_other_-6.875_16.375,1
lm,0.5744605385613442,0.5730653272123649,27.043401303714255,411.7372891079518,1.556280545037983e-58,1,-1446.9258687033177,2899.8517374066355,2911.0322806493973,223060.39399248883,305,307,NA,NA,0.5152621861537259,0.528368810761808,1857_s3_m1_r3_other_-6.875_16.375,1
poly,0.725875955179543,0.7240725075162504,21.7409284404064,402.4934961818303,3.6979750145498205e-86,2,-1379.420104915855,2766.84020983171,2781.7476008220588,143691.06271306504,304,307,NA,NA,0.6850094057639924,0.6865069193791155,1857_s3_m1_r3_other_-6.875_16.375,1
step,0.6473116264177946,0.6402578589461505,24.824256898852433,91.76821167127555,6.2204652645463534e-65,6,-1418.102742000917,2852.205484001834,2882.020265982532,184873.1191740668,300,307,NA,NA,0.5726705981655584,0.5791039659429144,1857_s3_m1_r3_other_-6.875_16.375,1
nls,NA,NA,21.50571340231737,NA,NA,NA,-1376.5846804668822,2759.1693609337644,2770.3499041765263,141061.19122749695,305,307,TRUE,4.735847735694659e-6,0.6665156204317613,0.6680043348876744,1857_s3_m1_r3_other_-6.875_16.375,1
lm,0.4443555229910703,0.4425573208001028,21.854320561940334,247.1109896446142,2.524363290828489e-41,1,-1399.5346313884052,2805.0692627768103,2816.288641513348,147581.90011223085,309,311,NA,NA,0.38846815778720256,0.38861280085568267,1858_s1_m1_r3_other_-6.875_17.125,1
poly,0.5943900073240117,0.591756176202739,18.70238584048744,225.67506417678217,4.453807626268409e-61,2,-1350.5930945762182,2709.1861891524363,2724.1453608011534,107732.00472695126,308,311,NA,NA,0.48009464697154725,0.4826382339525863,1858_s1_m1_r3_other_-6.875_17.125,1
step,0.5234331434743266,0.5172035113628799,20.338515573217318,84.0231227318445,4.5908045129831736e-48,4,-1375.6621720033852,2763.3243440067704,2785.7631014798458,126578.49601093303,306,311,NA,NA,0.5096028936120793,0.5116777785123275,1858_s1_m1_r3_other_-6.875_17.125,1
nls,NA,NA,18.346299126243,NA,NA,NA,-1345.11872262862,2696.23744525724,2707.4568239937776,104005.28771354166,309,311,TRUE,6.704017081802549e-6,0.46945980789011366,0.4705770954263359,1858_s1_m1_r3_other_-6.875_17.125,1
lm,0.376632613752926,0.37458878625703396,23.2799660026691,184.278083404755,3.6951838994779237e-33,1,-1400.9219590346245,2807.843918069249,2819.0244613120108,165296.82921105585,305,307,NA,NA,0.3379754458158567,0.3396927859902999,1859_s2_m1_r3_other_-6.875_17.125,1
poly,0.49907698468572687,0.49578143853234347,20.90301461864765,151.4398407600358,2.3184081581396347e-46,2,-1367.3540229346777,2742.7080458693554,2757.615436859704,132828.5501248088,304,307,NA,NA,0.4771596669216339,0.48335100903206607,1859_s2_m1_r3_other_-6.875_17.125,1
step,0.49923533311242,0.48579198635033727,21.10906173728426,37.13623861288222,1.2818434972678516e-40,8,-1367.3054918722883,2754.6109837445765,2791.8794612204483,132786.56125368655,298,307,NA,NA,0.45819838053640194,0.4636621974704461,1859_s2_m1_r3_other_-6.875_17.125,1
nls,NA,NA,21.084779724252108,NA,NA,NA,-1370.5161502616688,2747.0323005233377,2758.2128437660995,135593.22048617102,305,307,TRUE,2.8668082933258893e-6,0.488403516304865,0.5201164309944087,1859_s2_m1_r3_other_-6.875_17.125,1
lm,0.46002671789698635,0.45825631369336994,21.666883044648152,259.8427618717133,1.0307871807362433e-42,1,-1378.8768432795323,2763.7536865590646,2774.9342298018264,143183.41536549077,305,307,NA,NA,0.4599532459668685,0.4631479175327184,1860_s3_m1_r3_other_-6.875_17.125,1
poly,0.589482478636413,0.5867817054695473,18.92296910141435,218.26434217743585,1.6842947793743546e-59,2,-1336.8023321375442,2681.6046642750885,2696.512055265437,108855.94292237697,304,307,NA,NA,0.6110965907630879,0.6165998285495092,1860_s3_m1_r3_other_-6.875_17.125,1
step,0.5256363625084217,0.5161490897585901,20.47647950231207,55.40436923959562,8.376464666958165e-46,6,-1358.9916143297112,2733.9832286594224,2763.79801064012,125785.86384258191,300,307,NA,NA,0.5683724973015154,0.5805817028407481,1860_s3_m1_r3_other_-6.875_17.125,1
nls,NA,NA,18.809455344954277,NA,NA,NA,-1335.4592821441859,2676.9185642883717,2688.0991075311335,107907.66116401785,305,307,TRUE,3.91871550874406e-6,0.6236487389526462,0.6303113138018845,1860_s3_m1_r3_other_-6.875_17.125,1
lm,0.43824887416242103,0.4364309093538852,19.900812741329176,241.06565325396824,1.3756803115798226e-40,1,-1370.41319248503,2746.82638497006,2758.045763706598,122377.08545952397,309,311,NA,NA,0.33481776365118077,0.3843817879092495,1861_s1_m1_r3_other_-6.875_17.375,1
poly,0.58899969098993,0.5863308578145399,17.049976828420323,220.69558203234058,3.4016596115207914e-60,2,-1321.8248929342828,2651.6497858685657,2666.6089575172828,89536.12663369835,308,311,NA,NA,0.42008262988328315,0.4598033703894422,1861_s1_m1_r3_other_-6.875_17.375,1
step,0.5207417799296747,0.5112827361124973,18.53216125895396,55.052264266290415,9.041202435314165e-46,6,-1345.7167786618445,2707.433557323689,2737.3519006211227,104406.0642820737,304,311,NA,NA,0.4974555658609373,0.523688003375377,1861_s1_m1_r3_other_-6.875_17.375,1
nls,NA,NA,16.84485190591955,NA,NA,NA,-1318.5646760515442,2643.1293521030884,2654.348730839626,87678.45204129972,309,311,TRUE,2.7195628405419e-6,0.4415111276334096,0.45770970934705274,1861_s1_m1_r3_other_-6.875_17.375,1
lm,0.3675690359195205,0.3654886709060978,21.265020077102974,176.68487671535752,4.2566003280033795e-32,1,-1368.6533315671925,2743.306663134385,2754.477418440242,137469.12797939614,304,306,NA,NA,0.31787797392449935,0.35660932276804014,1862_s2_m1_r3_other_-6.875_17.375,1
poly,0.5083757359422586,0.5051306912950128,18.779817467458308,156.66216992537676,1.9162243669798102e-47,2,-1330.1193125947061,2668.2386251894122,2683.1329655972218,106862.5078656488,303,306,NA,NA,0.40579098367660715,0.46083135777348905,1862_s2_m1_r3_other_-6.875_17.375,1
step,0.4889299065013052,0.4769249043050272,19.307592683846956,40.72718176202325,5.228067703388735e-40,7,-1336.0544910852334,2690.108982170467,2723.621248088038,111089.37430311147,298,306,NA,NA,0.4224076126005266,0.4713997915041645,1862_s2_m1_r3_other_-6.875_17.375,1
nls,NA,NA,30.2866844590681,NA,NA,NA,-1476.8686055706805,2959.737211141361,2970.9079664472183,278854.10967903974,304,306,TRUE,2.573847167509174e-6,-0.3047075024471335,0.0026227742756731527,1862_s2_m1_r3_other_-6.875_17.375,1
lm,0.4588997804485771,0.45711984551584206,19.669716009915913,257.818289876169,1.9312627012611013e-42,1,-1344.790448415502,2695.580896831004,2706.751652136861,117616.90928486569,304,306,NA,NA,0.39018333561799656,0.4466508265398307,1863_s3_m1_r3_other_-6.875_17.375,1
poly,0.6073505477878011,0.6047588022286445,16.783294298371416,234.34034473101747,3.102822121739051e-62,2,-1295.725295235938,2599.450590471876,2614.3449308796853,85348.7271542412,303,306,NA,NA,0.4774343880455254,0.5573729525072717,1863_s3_m1_r3_other_-6.875_17.375,1
step,0.5447117324920034,0.5340170416445003,18.223471999458393,50.932910568347,2.2657591279577446e-47,7,-1318.371366639749,2654.742733279498,2688.2549991970695,98964.28965108313,298,306,NA,NA,0.44091820744143617,0.5082855181046086,1863_s3_m1_r3_other_-6.875_17.375,1
nls,NA,NA,16.632779497953873,NA,NA,NA,-1293.4727864236247,2592.9455728472494,2604.1163281531067,84101.40356357663,304,306,TRUE,8.217040768485943e-6,0.4746333473497578,0.5626394875238998,1863_s3_m1_r3_other_-6.875_17.375,1
lm,0.7033222387692409,0.7023621165646106,52.04762342175509,732.5340830338022,1.5866335294104759e-83,1,-1669.408145368063,3344.816290736126,3356.035669472664,837067.1270905241,309,311,NA,NA,0.6859004393164412,0.6867830677847317,1864_s1_m1_r3_other_-6.625_9.375,1
poly,0.726238648103856,0.7244609769876472,50.07815926699824,408.53375041201014,2.266256561686732e-87,2,-1656.907527987792,3321.815055975584,3336.774227624301,772409.1869558193,308,311,NA,NA,0.7029864254335633,0.7042685135217196,1864_s1_m1_r3_other_-6.625_9.375,1
step,0.8223996581966129,0.8182966800031353,40.66663438965518,200.43968537389802,1.0517087741985152e-109,7,-1589.619413535884,3197.238827071768,3230.896963281381,501093.87123231124,303,311,NA,NA,0.808346099935499,0.8145972453065597,1864_s1_m1_r3_other_-6.625_9.375,1
nls,NA,NA,51.05328523586518,NA,NA,NA,-1663.4091921460417,3332.8183842920835,3344.037763028621,805389.3214127546,309,311,TRUE,7.337901470809584e-6,0.6964505905534422,0.6964711089743444,1864_s1_m1_r3_other_-6.625_9.375,1
lm,0.6923486917425226,0.6913366808600967,53.12554544407119,684.1316667295897,8.40016355224245e-80,1,-1648.825224555631,3303.650449111262,3314.821204417119,857986.3679339424,304,306,NA,NA,0.6386088902200021,0.6481776176411375,1865_s2_m1_r3_other_-6.625_9.375,1
poly,0.7119340167154621,0.7100325910832208,51.491493063068766,374.4211735887449,1.2972823569974352e-82,2,-1638.7612727047692,3285.5225454095385,3300.416885817348,803366.2789328098,303,306,NA,NA,0.641960823519212,0.6525883517829673,1865_s2_m1_r3_other_-6.625_9.375,1
step,0.7795008372978607,0.774321326764589,45.42617304982858,150.4970078331852,6.657041756037087e-94,7,-1597.8650359733927,3213.7300719467853,3247.2423378643566,614934.0849899857,298,306,NA,NA,0.7425862981708402,0.749461226474958,1865_s2_m1_r3_other_-6.625_9.375,1
nls,NA,NA,54.4659820836337,NA,NA,NA,-1656.4502642765376,3318.900528553075,3330.0712838589325,901829.134117751,304,306,TRUE,8.593073908226172e-6,0.5883624326184085,0.5956006328163903,1865_s2_m1_r3_other_-6.625_9.375,1
lm,0.7845826623167939,0.7838717140076084,44.48429432147688,1103.5720208908779,5.071893091621202e-103,1,-1589.2894975701877,3184.5789951403754,3195.7399304701976,599592.2897077734,303,305,NA,NA,0.7563344185219079,0.7626140010040962,1866_s3_m1_r3_other_-6.625_9.375,1
poly,0.7939305606197863,0.7925658623457451,43.58038032213262,581.7627058828145,2.6064657771876042e-104,2,-1582.5239790666817,3173.0479581333634,3187.929205239793,573573.3638045606,302,305,NA,NA,0.7591512549901016,0.7654944345464841,1866_s3_m1_r3_other_-6.625_9.375,1
step,0.8386780585703238,0.8354299657898605,38.817385493952415,258.20631221337914,7.057731646424985e-115,6,-1545.1902723206877,3106.3805446413753,3136.1430388542344,449023.24614266003,298,305,NA,NA,0.7713526665478456,0.7756522571813849,1866_s3_m1_r3_other_-6.625_9.375,1
nls,NA,NA,46.10188393769058,NA,NA,NA,-1600.1833732609307,3206.3667465218614,3217.5276818516836,643991.2618891008,303,305,TRUE,2.3241318056422847e-6,0.726907202758577,0.7332324635428512,1866_s3_m1_r3_other_-6.625_9.375,1
lm,0.6902272129146052,0.6892214571123798,56.84903324210202,686.2771374397516,2.279566075396102e-80,1,-1691.3914620822318,3388.7829241644636,3399.992641056901,995398.2748129792,308,310,NA,NA,0.7214580644473405,0.7223566631921977,1867_s1_m1_r3_other_-6.625_9.625,1
poly,0.7098298012652945,0.7079394416644169,55.110458738249065,375.49987893085023,3.2900757788438064e-83,2,-1681.2588887516204,3370.5177775032407,3385.4640666931573,932408.9373384576,307,310,NA,NA,0.7502999798851004,0.7505260104785588,1867_s1_m1_r3_other_-6.625_9.625,1
step,0.8207242249699968,0.8159594203180365,43.74761352283928,172.2471926802612,1.4829049383008636e-107,8,-1606.6198198328448,3233.2396396656895,3270.6053626404814,576069.9603720568,301,310,NA,NA,0.8311294405174724,0.8312812562953472,1867_s1_m1_r3_other_-6.625_9.625,1
nls,NA,NA,56.30506282237599,NA,NA,NA,-1688.410887183969,3382.821774367938,3394.0314912603753,976440.1106249655,308,310,TRUE,1.947915128284127e-6,0.7385682300991966,0.7400963468586331,1867_s1_m1_r3_other_-6.625_9.625,1
lm,0.700684111106661,0.6996995193668802,56.05112021556438,711.6493900941229,1.2838257166072412e-81,1,-1665.2287342859568,3336.4574685719135,3347.628223877771,955085.3355355737,304,306,NA,NA,0.6622785790942035,0.6662333516896517,1868_s2_m1_r3_other_-6.625_9.625,1
poly,0.7321568977264444,0.730388956457312,53.109855731513775,414.12964927604855,2.1080974302016084e-87,2,-1648.23072031944,3304.46144063888,3319.3557810466896,854659.0030741285,303,306,NA,NA,0.6718706387245792,0.6749979421841608,1868_s2_m1_r3_other_-6.625_9.625,1
step,0.7885919553422998,0.7843496534428142,47.49866059477117,185.88775010046209,9.074791498201181e-98,6,-1612.0292001579821,3240.0584003159643,3269.8470811315833,674580.7047308829,299,306,NA,NA,0.742277992002865,0.7434746398015822,1868_s2_m1_r3_other_-6.625_9.625,1
nls,NA,NA,56.188142059770506,NA,NA,NA,-1665.9758650903948,3337.9517301807896,3349.122485486647,959760.6216712012,304,306,TRUE,1.2011022440139995e-6,0.6223600265311825,0.6227640346713341,1868_s2_m1_r3_other_-6.625_9.625,1
lm,0.8055248117404825,0.804885090726471,45.18054976266535,1259.1814151753238,4.112663404401781e-110,1,-1599.2559127247655,3204.511825449531,3215.6825807553882,620549.7513644306,304,306,NA,NA,0.7854373056023569,0.7859620001913102,1869_s3_m1_r3_other_-6.625_9.625,1
poly,0.82086096964856,0.8196785338046562,43.43401710003819,694.2118457255413,7.216360111494231e-114,2,-1586.6881289064875,3181.376257812975,3196.2705982207844,571613.6939582622,303,306,NA,NA,0.7979232410878159,0.7979740554432367,1869_s3_m1_r3_other_-6.625_9.625,1
step,0.848468908390743,0.8459433901972553,40.146385565629686,335.9583433525176,1.3028437125236959e-120,5,-1561.0803075832584,3136.160615166517,3162.2257108801837,483519.6821952599,300,306,NA,NA,0.8106839725830248,0.8119729216459476,1869_s3_m1_r3_other_-6.625_9.625,1
nls,NA,NA,46.08218563849388,NA,NA,NA,-1605.3024015531084,3216.604803106217,3227.775558412074,645564.621299066,304,306,TRUE,2.5006410550697995e-6,0.7722280422511545,0.7772065734135886,1869_s3_m1_r3_other_-6.625_9.625,1
lm,0.6756387122740468,0.6745821608482294,59.125096178631765,639.4754630625915,4.846650795383968e-77,1,-1698.0622977965631,3402.1245955931263,3413.3246194238195,1073203.5384266642,307,309,NA,NA,0.7373142453545614,0.740844139272668,1870_s1_m1_r3_other_-6.625_9.875,1
poly,0.6992804984750961,0.6973150115370248,57.02254848648227,355.77977392274113,1.44119816634013e-80,2,-1686.369731852797,3380.739463705594,3395.672828813185,994980.7369833259,306,309,NA,NA,0.7555833803824209,0.7576031056495246,1870_s1_m1_r3_other_-6.625_9.875,1
step,0.8141233827657325,0.8104304698405483,45.12689459496032,220.4556130240036,3.476393531958935e-107,6,-1612.040579651929,3240.081159303858,3269.94788951904,615003.857966967,302,309,NA,NA,0.8424063623527834,0.8437636814690308,1870_s1_m1_r3_other_-6.625_9.875,1
nls,NA,NA,57.98249238558248,NA,NA,NA,-1692.0323593351582,3390.0647186703163,3401.2647425010096,1032124.6129359481,307,309,TRUE,3.90528244614651e-6,0.7302788739762476,0.7330301501582842,1870_s1_m1_r3_other_-6.625_9.875,1
lm,0.6744595860639383,0.6733816376734216,59.430094675298825,625.6881980598417,1.4117372706982763e-75,1,-1672.13343582108,3350.26687164216,3361.4179547463787,1066644.7182407246,302,304,NA,NA,0.717953507141488,0.7204136940859414,1871_s2_m1_r3_other_-6.625_9.875,1
poly,0.7038199522872324,0.7018519785482771,56.78087613936966,357.6368618927138,2.945423257642888e-80,2,-1657.7665364520738,3323.5330729041475,3338.4011837097723,970444.4364414861,301,304,NA,NA,0.7459624412679351,0.748565296204272,1871_s2_m1_r3_other_-6.625_9.875,1
step,0.7588358794411693,0.7531326738874131,51.66755735087676,133.0542748790459,1.591460503344111e-87,7,-1626.5320809518712,3271.0641619037424,3304.5174112163986,790182.7988514171,296,304,NA,NA,0.812632547703663,0.8140317210912228,1871_s2_m1_r3_other_-6.625_9.875,1
nls,NA,NA,60.13606762311568,NA,NA,NA,-1675.7233857882422,3357.4467715764845,3368.597854680703,1092136.6820099263,302,304,TRUE,7.961397055557175e-6,0.7035491792395212,0.7092160867756305,1871_s2_m1_r3_other_-6.625_9.875,1
lm,0.8012369816518466,0.8005788259619522,46.43781296479478,1217.3973331146374,5.728170847627829e-108,1,-1597.1406849510354,3200.2813699020708,3211.4324530062895,651254.0828318852,302,304,NA,NA,0.8440615369673052,0.8445608036618734,1872_s3_m1_r3_other_-6.625_9.875,1
poly,0.8217659911929561,0.8205817120646701,44.04731880954938,693.8955281448629,1.879669867835196e-113,2,-1580.5702667215453,3169.1405334430906,3184.0086442487154,583990.0545873349,301,304,NA,NA,0.8618558198904753,0.8622341694965716,1872_s3_m1_r3_other_-6.625_9.875,1
step,0.8387963177519228,0.8366397467519485,42.02999348237632,388.9490852663452,4.020716380292202e-117,4,-1565.305108795523,3142.610217591046,3164.9123837994835,528189.5852864501,299,304,NA,NA,0.8657273407014471,0.8663578838606419,1872_s3_m1_r3_other_-6.625_9.875,1
nls,NA,NA,46.81489016019408,NA,NA,NA,-1599.5992108347089,3205.1984216694177,3216.3495047736365,661873.4500947332,302,304,TRUE,2.4989164118536854e-6,0.8381926675158655,0.8408228686349233,1872_s3_m1_r3_other_-6.625_9.875,1
lm,0.667541991451031,0.6664625823323655,60.90537297658372,618.4327887431037,1.2355063931161012e-75,1,-1712.7573386276729,3431.5146772553458,3442.724394147783,1142515.0528843666,308,310,NA,NA,0.7004453375865791,0.7017527378983699,1873_s1_m1_r3_other_-6.625_10.125,1
poly,0.6893403576676055,0.6873165163494792,58.9706340088745,340.60988452681147,1.1633827436587233e-78,2,-1702.2459133738992,3412.4918267477983,3427.438115937715,1067603.4523504481,307,310,NA,NA,0.7228088995039177,0.7228960981069501,1873_s1_m1_r3_other_-6.625_10.125,1
step,0.8055327848660038,0.8016819489227563,46.963931834046136,209.18387506965294,1.3871342688371921e-104,6,-1629.6385928259983,3275.2771856519967,3305.1697640318303,668300.1006738185,303,310,NA,NA,0.8035082948148126,0.8036841226099557,1873_s1_m1_r3_other_-6.625_10.125,1
nls,NA,NA,60.61147258966169,NA,NA,NA,-1711.2578050087245,3428.515610017449,3439.7253269098865,1131515.1877220913,308,310,TRUE,4.720612610759041e-6,0.7043172541513549,0.7050797187618146,1873_s1_m1_r3_other_-6.625_10.125,1
lm,0.6606114867760404,0.6595023739877268,61.57414600411309,595.621557822357,8.804249690588213e-74,1,-1705.0643663611015,3416.128732722203,3427.3190320711237,1160160.8895775657,306,308,NA,NA,0.6727958773644598,0.673053104964018,1874_s2_m1_r3_other_-6.625_10.125,1
poly,0.6927501151741366,0.6907353618310162,58.682213273662775,343.83867262938355,6.958067476878875e-79,2,-1689.743809682696,3387.487619365392,3402.4080184972863,1050298.6571821712,305,308,NA,NA,0.7047502461366073,0.7049377413800134,1874_s2_m1_r3_other_-6.625_10.125,1
step,0.7510430480109231,0.7452340524645114,53.26133434010117,129.28965808466518,1.1000710520268158e-86,7,-1657.345077832494,3332.690155664988,3366.2610537117503,851030.920706412,300,308,NA,NA,0.7598957554543754,0.7620304038237204,1874_s2_m1_r3_other_-6.625_10.125,1
nls,NA,NA,62.11620924690457,NA,NA,NA,-1707.7639551411787,3421.5279102823574,3432.718209631278,1180677.576068801,306,308,TRUE,7.1641964198215e-6,0.6646418143992234,0.6683228265067429,1874_s2_m1_r3_other_-6.625_10.125,1
lm,0.7997230238846155,0.7990663780612863,47.332094119158924,1217.8909778639852,1.6082079530024894e-108,1,-1618.7677546672876,3243.535509334575,3254.716052577337,683299.7757800004,305,307,NA,NA,0.8210766986491385,0.8216957481576913,1875_s3_m1_r3_other_-6.625_10.125,1
poly,0.8228215796299309,0.8216559321274962,44.59218439334124,705.892285542001,5.733838606393485e-115,2,-1599.9572446018083,3207.9144892036165,3222.821880193965,604492.7243268029,304,307,NA,NA,0.8518464549462259,0.8531062142256264,1875_s3_m1_r3_other_-6.625_10.125,1
step,0.8313873383659581,0.828586463587984,43.71716296147891,296.83131316827513,4.738107915217705e-114,5,-1592.3508425023226,3198.7016850046452,3224.7896192377557,575268.2915575517,301,307,NA,NA,0.8479218572588115,0.8499583652535834,1875_s3_m1_r3_other_-6.625_10.125,1
nls,NA,NA,47.50053330143726,NA,NA,NA,-1619.8583262299458,3245.7166524598915,3256.8971957026533,688171.7024958897,305,307,TRUE,6.2310475563467535e-6,0.8329415337444076,0.8375128320466563,1875_s3_m1_r3_other_-6.625_10.125,1
lm,0.6788271986049396,0.6777878044256676,61.99679439951093,653.0989033249824,3.3978953774982294e-78,1,-1723.8093681680252,3453.6187363360505,3464.838115072588,1187673.177386906,309,311,NA,NA,0.6989234916395053,0.7016172487138193,1876_s1_m1_r3_other_-6.625_10.375,1
