model,term,estimate,std.error,statistic,p.value,id
poly,"poly(sst, 2, raw = TRUE)2",6.35764271739914,0.608240663508377,10.4525118079541,4.65E-22,12_s3_m1_r3_Goudiry_-12.625_14.125
step,(Intercept),18891.8080520878,2952.06729089191,6.39951809715693,5.96E-10,12_s3_m1_r3_Goudiry_-12.625_14.125
step,sst,53.2249353292964,3.50566193035101,15.1825636318466,4.75E-39,12_s3_m1_r3_Goudiry_-12.625_14.125
step,mslp,-20.9656432826278,2.94257646940696,-7.12492725358236,7.72E-12,12_s3_m1_r3_Goudiry_-12.625_14.125
step,nino12,12.7881737542309,3.48635863779867,3.6680603124369,2.89E-04,12_s3_m1_r3_Goudiry_-12.625_14.125
step,tni,-3.54360392223028,2.32330466437688,-1.52524289068248,0.12824853061969,12_s3_m1_r3_Goudiry_-12.625_14.125
step,nino34,35.362294272208,7.88771901390383,4.4832091774408,1.05E-05,12_s3_m1_r3_Goudiry_-12.625_14.125
step,oni,-47.0352068761044,10.7130906111473,-4.39044236470499,1.57E-05,12_s3_m1_r3_Goudiry_-12.625_14.125
nls,a,-606.714938501428,Inf,0,1,12_s3_m1_r3_Goudiry_-12.625_14.125
nls,b,-38.2195169928682,Inf,0,1,12_s3_m1_r3_Goudiry_-12.625_14.125
lm,(Intercept),-1166.28737194296,49.6024351902595,-23.5127039120045,1.03E-70,13_s1_m1_r3_Kayes_-11.375_14.375
lm,sst,49.1303968984358,1.97746564352529,24.8451329909578,1.50E-75,13_s1_m1_r3_Kayes_-11.375_14.375
poly,(Intercept),9473.92689836005,889.585112614073,10.649826266225,9.54E-23,13_s1_m1_r3_Kayes_-11.375_14.375
poly,"poly(sst, 2, raw = TRUE)1",-799.357530653621,70.8820402369354,-11.2772929218972,6.53E-25,13_s1_m1_r3_Kayes_-11.375_14.375
poly,"poly(sst, 2, raw = TRUE)2",16.854303045944,1.40762097456858,11.9736089120934,2.27E-27,13_s1_m1_r3_Kayes_-11.375_14.375
step,(Intercept),-2573.62908683791,227.58430399857,-11.3084647825892,5.68E-25,13_s1_m1_r3_Kayes_-11.375_14.375
step,rhum,-2.46857788067734,1.37722857807713,-1.79242423514326,0.074062533861859,13_s1_m1_r3_Kayes_-11.375_14.375
step,nino12,19.2092771452867,2.60037556822917,7.38711645347752,1.47E-12,13_s1_m1_r3_Kayes_-11.375_14.375
step,tni,-9.93373738941693,2.40635032665336,-4.12813432831799,4.73E-05,13_s1_m1_r3_Kayes_-11.375_14.375
step,nino34,101.58724102296,6.22662465478788,16.3149774805916,2.20E-43,13_s1_m1_r3_Kayes_-11.375_14.375
step,nino4,-13.0792105070021,4.32535303678911,-3.02384808725609,0.002709281170917,13_s1_m1_r3_Kayes_-11.375_14.375
step,oni,-123.925765688499,6.80706039655785,-18.2054746790796,1.50E-50,13_s1_m1_r3_Kayes_-11.375_14.375
nls,a,1.01E-07,1.11E-07,0.904944907903796,0.366201886296979,13_s1_m1_r3_Kayes_-11.375_14.375
nls,b,0.786383332927937,0.040801281760208,19.2734958070577,7.41E-55,13_s1_m1_r3_Kayes_-11.375_14.375
lm,(Intercept),-2308.94596581399,129.268897014775,-17.8615739681764,2.72E-49,14_s2_m1_r3_Kayes_-11.375_14.375
lm,sst,88.4850031777388,4.81958674700048,18.3594585641203,3.51E-51,14_s2_m1_r3_Kayes_-11.375_14.375
poly,(Intercept),38635.2854956912,4222.10793199587,9.15071005241395,8.58E-18,14_s2_m1_r3_Kayes_-11.375_14.375
poly,"poly(sst, 2, raw = TRUE)1",-2971.64172232307,315.470633239219,-9.41970950452843,1.20E-18,14_s2_m1_r3_Kayes_-11.375_14.375
poly,"poly(sst, 2, raw = TRUE)2",57.1332268111003,5.88937863673145,9.70106191759625,1.49E-19,14_s2_m1_r3_Kayes_-11.375_14.375
step,(Intercept),25535.5605898345,4592.08025635927,5.56078273119724,5.97E-08,14_s2_m1_r3_Kayes_-11.375_14.375
step,sst,70.6214019547148,8.08873548024197,8.7308334074243,1.84E-16,14_s2_m1_r3_Kayes_-11.375_14.375
step,mslp,-24.9356387284804,4.57069387558656,-5.45554775866068,1.03E-07,14_s2_m1_r3_Kayes_-11.375_14.375
step,rhum,-5.35985059180284,2.37929541107927,-2.25270496754817,0.025005121866246,14_s2_m1_r3_Kayes_-11.375_14.375
step,nino12,-17.5663830646309,4.30616815730025,-4.07935371377696,5.80E-05,14_s2_m1_r3_Kayes_-11.375_14.375
step,tni,8.89545749975163,2.91995032179579,3.04644138407152,0.002522865633398,14_s2_m1_r3_Kayes_-11.375_14.375
step,nino34,-46.9231496439183,8.54201374956643,-5.49321869755829,8.47E-08,14_s2_m1_r3_Kayes_-11.375_14.375
step,oni,71.328928439672,11.0794259416552,6.43796247344343,4.83E-10,14_s2_m1_r3_Kayes_-11.375_14.375
nls,a,8.81E-17,2.36E-16,0.373536309861414,0.709009681303544,14_s2_m1_r3_Kayes_-11.375_14.375
nls,b,1.51473701916331,0.096372034939531,15.7175991989143,3.71E-41,14_s2_m1_r3_Kayes_-11.375_14.375
lm,(Intercept),-641.473040944629,26.725531758481,-24.0022554739651,3.79E-72,15_s3_m1_r3_Kayes_-11.375_14.375
lm,sst,32.2555482201568,1.21585277021311,26.529156334038,4.18E-81,15_s3_m1_r3_Kayes_-11.375_14.375
poly,(Intercept),3096.92481124825,284.464359125929,10.8868640724066,1.62E-23,15_s3_m1_r3_Kayes_-11.375_14.375
poly,"poly(sst, 2, raw = TRUE)1",-309.706145703087,25.9655701665996,-11.9275696129898,3.79E-27,15_s3_m1_r3_Kayes_-11.375_14.375
poly,"poly(sst, 2, raw = TRUE)2",7.73010570694071,0.586545872087443,13.1790301062562,1.16E-31,15_s3_m1_r3_Kayes_-11.375_14.375
step,(Intercept),16682.3741192263,2950.06862551992,5.65491052476322,3.64E-08,15_s3_m1_r3_Kayes_-11.375_14.375
